id,answer_count,comment_count,creation_date,score,view_count
68064435,1,0,2021-06-21 08:05:30.47 UTC,1,120
68132512,1,0,2021-06-25 14:16:54.95 UTC,0,1400
67891156,1,0,2021-06-08 16:40:34.647 UTC,0,121
67855816,1,0,2021-06-06 04:33:14.063 UTC,2,126
67888087,1,0,2021-06-08 13:35:51.607 UTC,0,639
67862041,2,0,2021-06-06 17:46:49.86 UTC,3,2175
67975438,1,0,2021-06-14 18:29:09.523 UTC,0,129
68090639,1,0,2021-06-22 20:57:53.157 UTC,1,129
68003024,1,0,2021-06-16 12:51:11.277 UTC,0,385
67854925,1,0,2021-06-06 00:33:07.897 UTC,0,130
67980059,0,0,2021-06-15 04:29:07.9 UTC,0,131
68028226,1,0,2021-06-18 01:24:35.417 UTC,0,136
67949424,1,0,2021-06-12 13:43:21.4 UTC,0,392
67976183,1,0,2021-06-14 19:30:27.73 UTC,2,141
68123636,1,0,2021-06-24 23:09:04.257 UTC,0,141
68046410,1,0,2021-06-19 11:35:16.827 UTC,0,2189
68014127,1,0,2021-06-17 06:36:15.34 UTC,0,398
67974785,0,0,2021-06-14 17:33:23.72 UTC,1,146
67904938,1,0,2021-06-09 13:16:33.2 UTC,0,402
68078890,1,0,2021-06-22 06:59:02.427 UTC,-1,148
67844329,1,0,2021-06-04 21:45:51.323 UTC,1,156
68130558,0,0,2021-06-25 11:52:10.677 UTC,0,157
67942857,1,0,2021-06-11 19:56:39.96 UTC,3,674
67884215,3,0,2021-06-08 08:38:08.803 UTC,0,420
67956301,0,0,2021-06-13 08:31:01.62 UTC,0,165
68131954,1,0,2021-06-25 13:39:41.48 UTC,5,2213
67971134,1,0,2021-06-14 13:29:14.173 UTC,1,678
67825802,1,0,2021-06-03 17:08:15.76 UTC,0,168
68076154,2,0,2021-06-22 00:31:52.66 UTC,0,170
67894487,2,0,2021-06-08 20:55:34.99 UTC,4,432
67934067,1,0,2021-06-11 08:56:36.27 UTC,1,945
68072525,1,0,2021-06-21 17:48:41.03 UTC,0,435
67998941,0,0,2021-06-16 08:22:41.66 UTC,2,180
68067333,1,0,2021-06-21 11:42:49.107 UTC,-1,185
68049778,1,0,2021-06-19 18:38:12.49 UTC,1,699
67861840,2,0,2021-06-06 17:24:02.68 UTC,1,188
67812058,2,0,2021-06-02 20:22:27.687 UTC,0,956
67918363,3,0,2021-06-10 09:23:43.153 UTC,4,956
67934286,0,0,2021-06-11 09:12:41.847 UTC,1,189
68017943,0,0,2021-06-17 10:55:46.48 UTC,1,446
68119710,0,0,2021-06-24 16:41:44.587 UTC,1,192
67874541,2,0,2021-06-07 15:32:41.167 UTC,0,193
67827340,1,0,2021-06-03 19:02:49.667 UTC,0,194
67942023,2,0,2021-06-11 18:37:24.137 UTC,0,195
67919583,1,0,2021-06-10 10:44:15.663 UTC,0,197
68041226,1,0,2021-06-18 20:41:51.837 UTC,1,197
68001678,1,0,2021-06-16 11:20:26.59 UTC,1,199
67932688,0,0,2021-06-11 07:11:50.457 UTC,1,200
68115023,1,0,2021-06-24 11:38:35.073 UTC,1,719
67827968,1,0,2021-06-03 19:58:29.727 UTC,0,464
68042540,2,0,2021-06-19 00:00:41.043 UTC,1,209
68096788,0,0,2021-06-23 09:04:35.083 UTC,0,467
68074312,1,0,2021-06-21 20:29:29.947 UTC,7,1747
67844824,1,0,2021-06-04 22:54:43.007 UTC,0,214
67955672,1,0,2021-06-13 06:58:13.94 UTC,0,732
67996196,2,0,2021-06-16 04:05:58.46 UTC,1,222
68057714,1,0,2021-06-20 16:06:06.537 UTC,1,228
67889690,3,0,2021-06-08 15:05:17.367 UTC,0,1255
67967773,0,0,2021-06-14 09:25:25.28 UTC,1,232
67868334,1,0,2021-06-07 08:32:30.97 UTC,0,749
67812380,3,0,2021-06-02 20:47:59.697 UTC,11,3319
68065136,1,0,2021-06-21 08:57:03.333 UTC,0,253
67925862,1,1,2021-06-10 17:24:35.883 UTC,0,257
68032658,1,1,2021-06-18 09:27:00.367 UTC,0,8
67932200,1,1,2021-06-11 06:29:24.767 UTC,0,13
67936211,1,1,2021-06-11 11:28:15.38 UTC,0,19
68018408,1,1,2021-06-17 11:27:54.853 UTC,0,20
68041047,0,1,2021-06-18 20:21:33.777 UTC,0,22
67822033,1,1,2021-06-03 13:05:27.647 UTC,0,23
67834504,1,1,2021-06-04 09:04:37.727 UTC,0,24
67834865,0,1,2021-06-04 09:30:06.397 UTC,0,24
68066480,0,1,2021-06-21 10:42:04.41 UTC,0,24
68117374,1,1,2021-06-24 14:09:12.12 UTC,1,24
68025706,0,1,2021-06-17 19:47:11.933 UTC,0,25
67887442,0,1,2021-06-08 12:57:39.66 UTC,0,27
67937956,0,1,2021-06-11 13:33:36.75 UTC,0,28
68100848,1,1,2021-06-23 13:33:41.987 UTC,1,28
68069532,0,1,2021-06-21 14:14:29.92 UTC,0,29
68040339,0,1,2021-06-18 19:04:09.957 UTC,1,33
68120023,0,1,2021-06-24 17:06:28.143 UTC,0,40
67844488,1,1,2021-06-04 22:07:39.737 UTC,0,41
67860655,0,1,2021-06-06 15:16:16.87 UTC,0,41
67922686,1,1,2021-06-10 13:59:52.81 UTC,0,41
68097668,1,1,2021-06-23 10:01:36.643 UTC,0,41
67974616,0,1,2021-06-14 17:19:49.053 UTC,2,42
67892871,0,1,2021-06-08 18:43:44.41 UTC,0,43
68076132,1,1,2021-06-22 00:28:19.823 UTC,0,44
68031915,0,1,2021-06-18 08:32:30.753 UTC,0,47
67872127,0,1,2021-06-07 13:02:36.92 UTC,0,49
68011456,1,1,2021-06-17 00:25:05.78 UTC,1,49
68093530,1,1,2021-06-23 04:27:12.99 UTC,1,52
68040149,0,1,2021-06-18 18:47:22.413 UTC,1,54
67926870,1,1,2021-06-10 18:43:26.023 UTC,0,55
67861534,2,1,2021-06-06 16:50:29.377 UTC,0,57
67986064,1,1,2021-06-15 12:13:29.99 UTC,1,313
68027632,3,1,2021-06-17 23:28:30.21 UTC,2,315
68037658,0,1,2021-06-18 15:16:28.33 UTC,0,64
68146640,2,1,2021-06-26 22:20:03.263 UTC,1,320
68111208,0,1,2021-06-24 07:19:44.38 UTC,0,67
67810464,1,1,2021-06-02 18:16:13.277 UTC,-1,325
67953388,1,1,2021-06-12 22:16:23.05 UTC,1,325
68032461,2,1,2021-06-18 09:13:23.657 UTC,1,70
68019384,1,1,2021-06-17 12:29:34.533 UTC,0,71
67983780,0,1,2021-06-15 09:39:38.057 UTC,1,73
68087609,1,1,2021-06-22 16:42:05.583 UTC,0,74
68091924,0,1,2021-06-22 23:52:12.407 UTC,0,75
68070827,1,1,2021-06-21 15:39:16.51 UTC,3,333
67803311,2,1,2021-06-02 10:24:55.557 UTC,0,78
68059209,2,1,2021-06-20 19:08:16.917 UTC,0,81
67895532,1,1,2021-06-08 22:57:03.663 UTC,0,84
67991068,1,1,2021-06-15 17:37:05.98 UTC,1,85
68063630,1,1,2021-06-21 07:02:05.977 UTC,0,85
67851984,0,1,2021-06-05 17:04:34.8 UTC,0,88
68148280,2,1,2021-06-27 05:30:34.84 UTC,0,88
68035460,0,1,2021-06-18 12:50:01.923 UTC,1,93
67872604,2,1,2021-06-07 13:31:48.437 UTC,0,100
67857701,0,1,2021-06-06 09:38:19.863 UTC,0,101
68008445,2,1,2021-06-16 18:46:18.513 UTC,1,614
68015931,1,1,2021-06-17 08:46:26.083 UTC,0,364
67878939,0,1,2021-06-07 21:31:37.047 UTC,0,109
67946122,0,1,2021-06-12 06:08:45.507 UTC,0,366
68019207,1,1,2021-06-17 12:19:27.36 UTC,0,130
67854447,1,1,2021-06-05 22:40:22.463 UTC,1,135
67845536,1,1,2021-06-05 01:30:11.39 UTC,0,139
67862296,2,1,2021-06-06 18:14:04.55 UTC,2,404
67846837,2,1,2021-06-05 06:13:32.86 UTC,-2,1190
68134524,1,1,2021-06-25 16:45:58.333 UTC,0,179
67993591,2,1,2021-06-15 21:14:53.603 UTC,2,192
68021609,3,1,2021-06-17 14:44:01.997 UTC,3,448
68084221,1,1,2021-06-22 13:13:08.23 UTC,0,193
67910263,3,1,2021-06-09 19:03:19.883 UTC,3,459
68100114,3,1,2021-06-23 12:46:28.227 UTC,2,1485
68013230,2,1,2021-06-17 05:04:46.853 UTC,0,210
68096465,1,1,2021-06-23 08:43:26.887 UTC,5,1234
68002455,1,2,2021-06-16 12:14:38.167 UTC,1,257
68057667,2,2,2021-06-20 16:00:49.847 UTC,0,11
67860467,1,2,2021-06-06 14:58:16.56 UTC,1,268
67903640,0,2,2021-06-09 11:54:34.76 UTC,1,16
67831935,0,2,2021-06-04 05:30:34.68 UTC,1,274
68073253,0,2,2021-06-21 18:50:41.663 UTC,0,19
68090428,1,2,2021-06-22 20:35:21.567 UTC,0,21
67834972,0,2,2021-06-04 09:37:30.023 UTC,0,23
67863983,0,2,2021-06-06 21:51:25.197 UTC,0,24
68112323,0,2,2021-06-24 08:38:01.54 UTC,0,28
68047184,0,2,2021-06-19 13:21:08.967 UTC,0,29
68080519,1,2,2021-06-22 08:56:40.803 UTC,0,29
68083474,1,2,2021-06-22 12:22:15.16 UTC,0,29
68117838,1,2,2021-06-24 14:36:15.36 UTC,0,29
68014425,1,2,2021-06-17 07:01:22.783 UTC,0,31
68017859,1,2,2021-06-17 10:50:59.81 UTC,0,31
68084911,1,2,2021-06-22 13:56:37.06 UTC,1,34
68127941,1,2,2021-06-25 08:35:02.36 UTC,0,34
68043598,0,2,2021-06-19 04:24:01.393 UTC,2,35
67952002,0,2,2021-06-12 18:45:07.433 UTC,0,39
67842931,1,2,2021-06-04 19:23:54.97 UTC,0,42
67923431,1,2,2021-06-10 14:39:08.297 UTC,1,42
68073464,2,2,2021-06-21 19:11:20.083 UTC,0,45
67908943,2,2,2021-06-09 17:21:50.937 UTC,1,46
68105892,0,2,2021-06-23 19:13:38.96 UTC,0,47
68050573,1,2,2021-06-19 20:38:59.807 UTC,0,50
67807076,1,2,2021-06-02 14:26:01.55 UTC,0,51
68049436,2,2,2021-06-19 17:50:19.047 UTC,2,52
68005576,1,2,2021-06-16 15:19:17.397 UTC,1,57
68038065,2,2,2021-06-18 15:46:58.013 UTC,2,59
68098324,0,2,2021-06-23 10:47:21.36 UTC,0,59
67885488,2,2,2021-06-08 10:30:11.93 UTC,1,63
68090546,0,2,2021-06-22 20:47:23.607 UTC,0,65
68118356,0,2,2021-06-24 15:09:33.43 UTC,0,72
68120859,1,2,2021-06-24 18:15:56.943 UTC,-1,72
67940649,1,2,2021-06-11 16:40:27.873 UTC,0,1114
68124316,0,2,2021-06-25 01:19:10.697 UTC,0,98
67865473,1,2,2021-06-07 03:04:24.357 UTC,0,101
68036984,4,2,2021-06-18 14:28:56.87 UTC,1,619
67987548,0,2,2021-06-15 13:47:28.423 UTC,2,116
68041781,1,2,2021-06-18 21:49:58.433 UTC,2,664
68141514,4,2,2021-06-26 10:41:36.007 UTC,0,156
67998532,0,2,2021-06-16 07:52:48.237 UTC,2,175
67899363,2,2,2021-06-09 07:21:02.673 UTC,2,1717
67870441,0,2,2021-06-07 11:03:37.043 UTC,0,186
67955502,0,2,2021-06-13 06:25:27.82 UTC,2,186
67926632,1,2,2021-06-10 18:24:38.073 UTC,0,446
68042639,1,2,2021-06-19 00:25:41.96 UTC,1,449
67804523,1,2,2021-06-02 11:47:33.537 UTC,1,194
67825826,2,2,2021-06-03 17:10:06.343 UTC,0,206
68132971,1,2,2021-06-25 14:50:49.157 UTC,1,484
67968062,2,2,2021-06-14 09:44:51.997 UTC,0,243
67846132,1,2,2021-06-05 03:56:51.983 UTC,0,248
68139473,1,3,2021-06-26 05:17:24.413 UTC,1,271
67986524,0,3,2021-06-15 12:44:29.403 UTC,0,19
68063925,0,3,2021-06-21 07:26:36.26 UTC,0,20
67818388,0,3,2021-06-03 08:55:40.457 UTC,0,23
67883254,0,3,2021-06-08 07:32:13.667 UTC,0,25
67804052,0,3,2021-06-02 11:15:40.36 UTC,0,27
67933551,0,3,2021-06-11 08:17:03.647 UTC,0,29
68136320,0,3,2021-06-25 19:37:54.087 UTC,0,29
68056871,0,3,2021-06-20 14:34:19.74 UTC,0,30
68018664,0,3,2021-06-17 11:44:36.53 UTC,0,36
68076580,1,3,2021-06-22 01:57:08.607 UTC,0,36
68111934,1,3,2021-06-24 08:11:15.393 UTC,1,38
67894221,0,3,2021-06-08 20:32:44.197 UTC,0,39
68107495,0,3,2021-06-23 22:03:16.463 UTC,0,39
67939046,1,3,2021-06-11 14:43:23.773 UTC,0,44
68131994,0,3,2021-06-25 13:42:22.807 UTC,1,47
68012478,0,3,2021-06-17 03:25:18.9 UTC,0,570
68068177,1,3,2021-06-21 12:44:06.223 UTC,0,61
67867102,1,3,2021-06-07 06:49:24.343 UTC,1,74
68020607,0,3,2021-06-17 13:42:13.713 UTC,1,86
67990639,1,3,2021-06-15 17:05:30.423 UTC,0,103
68146553,0,3,2021-06-26 22:03:13.543 UTC,1,115
67891141,1,3,2021-06-08 16:39:33.87 UTC,0,121
68115434,1,3,2021-06-24 12:04:42.227 UTC,0,121
68023061,1,3,2021-06-17 16:18:09.223 UTC,0,135
68112075,1,3,2021-06-24 08:20:44.923 UTC,0,138
68030632,1,3,2021-06-18 06:55:26.323 UTC,0,172
67869133,0,3,2021-06-07 09:28:57.28 UTC,0,176
68147098,1,3,2021-06-27 00:09:02.853 UTC,1,688
67818407,0,3,2021-06-03 08:56:57.253 UTC,0,216
67861109,1,3,2021-06-06 16:02:40.327 UTC,2,741
67806814,4,3,2021-06-02 14:09:19.557 UTC,1,751
67807063,0,4,2021-06-02 14:24:44.03 UTC,0,16
67983345,1,4,2021-06-15 09:10:06.603 UTC,1,24
68142875,0,4,2021-06-26 13:36:23.87 UTC,0,25
67921043,0,4,2021-06-10 12:22:53.017 UTC,1,30
67807583,1,4,2021-06-02 14:55:18.59 UTC,0,32
67935085,1,4,2021-06-11 10:08:31.913 UTC,-1,34
68143064,0,4,2021-06-26 14:01:48.88 UTC,0,35
67977545,0,4,2021-06-14 21:39:54.583 UTC,2,40
67825013,1,4,2021-06-03 16:08:47.89 UTC,0,43
67922132,1,4,2021-06-10 13:27:06.963 UTC,1,56
68069187,0,4,2021-06-21 13:53:16.62 UTC,0,73
68011914,1,4,2021-06-17 01:53:58.563 UTC,0,80
67989332,1,4,2021-06-15 15:37:13.103 UTC,0,92
68113798,1,4,2021-06-24 10:13:57.07 UTC,0,101
68142718,0,4,2021-06-26 13:11:17.557 UTC,1,103
67994163,1,4,2021-06-15 22:22:35.91 UTC,2,369
67892553,2,4,2021-06-08 18:16:42.52 UTC,0,126
67966529,1,4,2021-06-14 07:45:22.153 UTC,3,948
68111008,2,4,2021-06-24 07:04:32.55 UTC,3,1724
67934795,1,4,2021-06-11 09:47:53.767 UTC,1,208
67987315,2,5,2021-06-15 13:34:13.637 UTC,2,279
68096367,1,5,2021-06-23 08:37:31.033 UTC,0,39
68125326,1,5,2021-06-25 04:10:17.673 UTC,1,39
68141073,1,5,2021-06-26 09:40:22.117 UTC,0,44
67997747,0,5,2021-06-16 06:53:33.95 UTC,0,53
67817257,1,5,2021-06-03 07:35:20.333 UTC,0,54
67884486,1,5,2021-06-08 08:56:16.633 UTC,-1,56
68144925,1,5,2021-06-26 17:45:50.237 UTC,0,65
68137249,1,5,2021-06-25 21:31:30.163 UTC,0,90
67955700,1,5,2021-06-13 07:01:45.353 UTC,1,359
68061462,1,5,2021-06-21 01:55:32.57 UTC,1,905
67822498,0,5,2021-06-03 13:36:29.233 UTC,0,142
68074498,0,6,2021-06-21 20:45:10.503 UTC,1,277
68009345,0,6,2021-06-16 20:00:53.51 UTC,0,23
