id,answer_count,comment_count,creation_date,score,view_count
67796482,0,0,2021-06-01 21:55:58.693 UTC,1,31
67786446,2,0,2021-06-01 09:41:23.597 UTC,0,32
67789726,2,0,2021-06-01 13:24:50.357 UTC,2,32
67791831,0,0,2021-06-01 15:32:15.537 UTC,0,32
67795283,1,0,2021-06-01 19:56:26.573 UTC,0,32
67787056,1,0,2021-06-01 10:21:42.367 UTC,1,33
67791468,1,0,2021-06-01 15:09:28.337 UTC,0,33
67796426,1,0,2021-06-01 21:51:09.823 UTC,0,33
67783744,0,0,2021-06-01 06:33:23.173 UTC,0,34
67787108,0,0,2021-06-01 10:24:52.157 UTC,0,34
67787642,1,0,2021-06-01 11:02:18.557 UTC,0,34
67798380,1,0,2021-06-02 03:03:27.923 UTC,1,34
67781372,0,0,2021-06-01 00:18:13.327 UTC,0,35
67784468,2,0,2021-06-01 07:28:35.847 UTC,-2,35
67794775,1,0,2021-06-01 19:13:31.537 UTC,-1,35
67792670,1,0,2021-06-01 16:29:25.517 UTC,0,36
67792723,0,0,2021-06-01 16:33:17.257 UTC,1,36
67795652,1,0,2021-06-01 20:31:49.493 UTC,-2,36
67795005,0,0,2021-06-01 19:33:25.103 UTC,0,37
67796103,1,0,2021-06-01 21:17:06.163 UTC,0,805
67793412,2,0,2021-06-01 17:22:35.69 UTC,1,38
67798437,0,0,2021-06-02 03:11:49.713 UTC,1,38
67794034,1,0,2021-06-01 18:11:38.45 UTC,0,39
67797459,2,0,2021-06-02 00:21:07.833 UTC,0,39
67791346,2,0,2021-06-01 15:01:48.623 UTC,0,41
67781991,3,0,2021-06-01 02:23:01.18 UTC,0,42
67789071,1,0,2021-06-01 12:42:04.583 UTC,0,43
67795458,1,0,2021-06-01 20:12:35.973 UTC,2,43
67797914,1,0,2021-06-02 01:49:13.627 UTC,1,43
67797888,1,0,2021-06-02 01:42:55.663 UTC,2,44
67786088,4,0,2021-06-01 09:17:46.013 UTC,0,45
67799305,3,0,2021-06-02 05:19:40.54 UTC,0,45
67784970,2,0,2021-06-01 08:02:39.267 UTC,0,47
67792232,1,0,2021-06-01 15:58:14.733 UTC,0,303
67797036,0,0,2021-06-01 23:05:48.207 UTC,0,48
67797312,0,0,2021-06-01 23:53:00.507 UTC,0,49
67798246,1,0,2021-06-02 02:44:24.487 UTC,2,49
67794568,3,0,2021-06-01 18:57:31.757 UTC,1,51
67789436,0,0,2021-06-01 13:06:10.863 UTC,0,52
67784141,0,0,2021-06-01 07:04:51.703 UTC,0,53
67789760,0,0,2021-06-01 13:26:44.743 UTC,0,53
67792260,2,0,2021-06-01 15:59:41.603 UTC,0,53
67787712,1,0,2021-06-01 11:07:20.14 UTC,1,54
67798302,4,0,2021-06-02 02:51:38.467 UTC,0,55
67788526,1,0,2021-06-01 12:01:04.61 UTC,1,57
67782442,1,0,2021-06-01 03:41:34.103 UTC,0,59
67788587,3,0,2021-06-01 12:06:28.613 UTC,0,59
67798477,2,0,2021-06-02 03:19:26.7 UTC,1,59
67784243,2,0,2021-06-01 07:11:57.96 UTC,1,60
67783100,1,0,2021-06-01 05:20:04.81 UTC,0,61
67785257,1,0,2021-06-01 08:24:25.13 UTC,3,317
67792589,1,0,2021-06-01 16:24:15.08 UTC,1,62
67782846,1,0,2021-06-01 04:46:36.147 UTC,0,64
67788452,1,0,2021-06-01 11:56:44.167 UTC,0,65
67785781,0,0,2021-06-01 08:58:07.13 UTC,0,66
67797509,2,0,2021-06-02 00:30:41.487 UTC,0,579
67793843,1,0,2021-06-01 17:56:27.613 UTC,0,68
67786059,0,0,2021-06-01 09:15:44.993 UTC,0,69
67796658,0,0,2021-06-01 22:14:33.317 UTC,2,70
67788591,1,0,2021-06-01 12:06:40.797 UTC,0,71
67789454,2,0,2021-06-01 13:07:19.527 UTC,-1,71
67782237,0,0,2021-06-01 03:07:30.003 UTC,0,72
67788836,1,0,2021-06-01 12:25:24.223 UTC,1,72
67785670,1,0,2021-06-01 08:50:25.46 UTC,0,74
67794339,1,0,2021-06-01 18:36:16.807 UTC,2,74
67796848,1,0,2021-06-01 22:38:35.48 UTC,0,76
67793972,1,0,2021-06-01 18:06:49.477 UTC,1,77
67797292,1,0,2021-06-01 23:50:22.15 UTC,1,79
67788949,2,0,2021-06-01 12:33:57.93 UTC,1,81
67793258,2,0,2021-06-01 17:12:26.167 UTC,0,81
67789442,0,0,2021-06-01 13:06:33.8 UTC,1,83
67784152,1,0,2021-06-01 07:05:47.057 UTC,0,86
67787111,1,0,2021-06-01 10:25:06.36 UTC,0,86
67781412,1,0,2021-06-01 00:24:58.17 UTC,0,342
67788714,0,0,2021-06-01 12:16:11.457 UTC,0,87
67799237,1,0,2021-06-02 05:08:37.72 UTC,2,88
67789623,0,0,2021-06-01 13:18:07.53 UTC,0,89
67798386,1,0,2021-06-02 03:04:03.267 UTC,0,93
67789173,0,0,2021-06-01 12:48:24.283 UTC,0,95
67792313,1,0,2021-06-01 16:03:03.363 UTC,0,98
67792374,1,0,2021-06-01 16:06:26.217 UTC,0,101
67798460,2,0,2021-06-02 03:15:49.45 UTC,4,359
67787160,1,0,2021-06-01 10:28:18.613 UTC,0,107
67782038,1,0,2021-06-01 02:32:50.66 UTC,0,114
67785025,2,0,2021-06-01 08:07:44.04 UTC,0,114
67785620,1,0,2021-06-01 08:47:24.05 UTC,0,114
67797788,1,0,2021-06-02 01:26:41.11 UTC,1,116
67797922,2,0,2021-06-02 01:50:01.55 UTC,1,374
67788051,1,0,2021-06-01 11:32:09.05 UTC,1,121
67789721,1,0,2021-06-01 13:24:36.98 UTC,0,123
67791438,0,0,2021-06-01 15:07:43.89 UTC,1,125
67792616,0,0,2021-06-01 16:25:58.453 UTC,0,128
67789965,2,0,2021-06-01 13:40:45.197 UTC,1,139
67798597,1,0,2021-06-02 03:39:30.323 UTC,1,142
67782292,1,0,2021-06-01 03:16:02.087 UTC,0,656
67785835,1,0,2021-06-01 09:02:07.893 UTC,1,155
67787960,1,0,2021-06-01 11:26:19.15 UTC,0,165
67785222,1,0,2021-06-01 08:22:25.647 UTC,3,185
67795115,1,0,2021-06-01 19:43:41.453 UTC,0,203
67786632,1,0,2021-06-01 09:53:38.173 UTC,0,216
67783558,2,0,2021-06-01 06:16:23.103 UTC,0,223
67784672,2,0,2021-06-01 07:43:14.993 UTC,5,1760
67783968,0,0,2021-06-01 06:52:09.557 UTC,0,226
67799148,1,0,2021-06-02 04:56:50.827 UTC,2,226
67794709,1,0,2021-06-01 19:08:44.85 UTC,1,1253
67784379,1,0,2021-06-01 07:22:23.387 UTC,1,2283
67797055,1,0,2021-06-01 23:08:11.28 UTC,2,241
67796887,1,0,2021-06-01 22:46:17.037 UTC,1,250
67794866,1,0,2021-06-01 19:21:27.133 UTC,0,510
67784012,0,1,2021-06-01 06:54:52.987 UTC,0,11
67787203,0,1,2021-06-01 10:31:10.563 UTC,0,12
67781586,1,1,2021-06-01 00:59:53.17 UTC,0,15
67799147,1,1,2021-06-02 04:56:50.103 UTC,0,17
67792431,0,1,2021-06-01 16:10:51.653 UTC,0,18
67798669,0,1,2021-06-02 03:49:35.17 UTC,0,21
67786424,0,1,2021-06-01 09:40:16.227 UTC,0,25
67789344,0,1,2021-06-01 13:00:11.863 UTC,0,25
67796146,2,1,2021-06-01 21:21:17.827 UTC,0,26
67797045,0,1,2021-06-01 23:06:28.627 UTC,0,26
67799116,0,1,2021-06-02 04:52:39.04 UTC,1,26
67782331,1,1,2021-06-01 03:23:03.007 UTC,2,27
67785584,0,1,2021-06-01 08:45:22.167 UTC,0,27
67792825,0,1,2021-06-01 16:40:57.34 UTC,0,27
67792717,2,1,2021-06-01 16:32:48.96 UTC,0,28
67791308,0,1,2021-06-01 15:00:09.66 UTC,0,29
67798075,2,1,2021-06-02 02:18:45.81 UTC,0,29
67785937,3,1,2021-06-01 09:07:54.143 UTC,0,31
67789963,1,1,2021-06-01 13:40:38.963 UTC,0,32
67794516,1,1,2021-06-01 18:51:02.943 UTC,1,33
67798376,0,1,2021-06-02 03:02:39.547 UTC,1,33
67797323,1,1,2021-06-01 23:54:45.37 UTC,3,34
67785859,0,1,2021-06-01 09:03:34.29 UTC,0,35
67799141,0,1,2021-06-02 04:55:48.7 UTC,0,35
67781315,1,1,2021-06-01 00:05:15.703 UTC,0,36
67791340,1,1,2021-06-01 15:01:34.02 UTC,0,36
67795580,1,1,2021-06-01 20:23:54.59 UTC,1,38
67798052,2,1,2021-06-02 02:15:24.163 UTC,0,39
67795413,1,1,2021-06-01 20:08:10.693 UTC,0,41
67785627,2,1,2021-06-01 08:47:47.953 UTC,0,42
67790850,1,1,2021-06-01 14:35:46.917 UTC,1,43
67797304,1,1,2021-06-01 23:52:12.987 UTC,0,43
67791472,0,1,2021-06-01 15:09:41.353 UTC,1,47
67793355,2,1,2021-06-01 17:18:41.173 UTC,0,48
67788722,0,1,2021-06-01 12:16:53.173 UTC,0,49
67796117,1,1,2021-06-01 21:18:23.223 UTC,-1,52
67792328,3,1,2021-06-01 16:03:53.087 UTC,0,57
67792228,0,1,2021-06-01 15:57:57.73 UTC,0,60
67784190,2,1,2021-06-01 07:08:42.883 UTC,2,67
67790431,0,1,2021-06-01 14:10:49.86 UTC,0,324
67783456,3,1,2021-06-01 06:06:08.413 UTC,1,75
67798545,1,1,2021-06-02 03:31:46.023 UTC,1,75
67799119,0,1,2021-06-02 04:53:06.627 UTC,2,78
67793414,1,1,2021-06-01 17:22:52.843 UTC,0,80
67789189,0,1,2021-06-01 12:49:20.147 UTC,0,85
67793919,2,1,2021-06-01 18:02:06.043 UTC,1,86
67781767,1,1,2021-06-01 01:38:05.787 UTC,1,87
67790147,3,1,2021-06-01 13:52:23.187 UTC,-3,90
67786813,2,1,2021-06-01 10:05:44.217 UTC,1,92
67781330,0,1,2021-06-01 00:09:21.947 UTC,0,94
67793667,1,1,2021-06-01 17:42:02.647 UTC,0,102
67796014,0,1,2021-06-01 21:08:29.727 UTC,0,111
67798730,0,1,2021-06-02 03:59:31.88 UTC,4,1138
67783353,1,1,2021-06-01 05:53:47.01 UTC,0,125
67796456,0,1,2021-06-01 21:53:12.37 UTC,0,139
67783521,0,1,2021-06-01 06:12:07.663 UTC,0,151
67787504,2,1,2021-06-01 10:52:07.807 UTC,0,178
67793992,1,1,2021-06-01 18:08:31.36 UTC,0,190
67788602,1,1,2021-06-01 12:07:30.273 UTC,0,208
67795738,1,1,2021-06-01 20:40:35.17 UTC,0,234
67791825,0,2,2021-06-01 15:31:36.583 UTC,0,16
67795424,0,2,2021-06-01 20:08:56.553 UTC,0,16
67796745,0,2,2021-06-01 22:25:28.847 UTC,0,18
67784335,1,2,2021-06-01 07:19:09.223 UTC,1,20
67798008,0,2,2021-06-02 02:07:02.9 UTC,0,21
67794364,0,2,2021-06-01 18:38:31.103 UTC,0,22
67796605,0,2,2021-06-01 22:08:11.283 UTC,0,22
67795811,1,2,2021-06-01 20:48:03.383 UTC,0,24
67786303,0,2,2021-06-01 09:33:02.817 UTC,0,27
67791524,1,2,2021-06-01 15:13:16.49 UTC,0,27
67783943,0,2,2021-06-01 06:49:57.373 UTC,0,28
67790068,0,2,2021-06-01 13:47:08.13 UTC,0,30
67783235,0,2,2021-06-01 05:40:10.71 UTC,0,32
67783559,1,2,2021-06-01 06:16:41.683 UTC,0,39
67790686,1,2,2021-06-01 14:25:40.433 UTC,0,39
67796659,1,2,2021-06-01 22:14:39.103 UTC,-2,40
67783211,1,2,2021-06-01 05:37:18.873 UTC,0,41
67786595,3,2,2021-06-01 09:50:53.453 UTC,1,42
67798242,0,2,2021-06-02 02:43:50.41 UTC,2,42
67781642,1,2,2021-06-01 01:09:43.097 UTC,-1,47
67782186,0,2,2021-06-01 02:57:19.037 UTC,1,49
67782506,1,2,2021-06-01 03:53:08.893 UTC,2,306
67788193,1,2,2021-06-01 11:41:43.473 UTC,1,51
67783575,1,2,2021-06-01 06:18:19.047 UTC,0,52
67782669,2,2,2021-06-01 04:19:35.63 UTC,3,823
67786672,0,2,2021-06-01 09:55:57.69 UTC,0,60
67786876,0,2,2021-06-01 10:09:14.947 UTC,0,66
67794029,1,2,2021-06-01 18:11:07.71 UTC,0,67
67794178,1,2,2021-06-01 18:23:05.88 UTC,0,324
67788595,2,2,2021-06-01 12:06:58.627 UTC,0,69
67788860,2,2,2021-06-01 12:26:58.783 UTC,0,73
67781784,1,2,2021-06-01 01:41:48.973 UTC,0,80
67786529,0,2,2021-06-01 09:47:26.887 UTC,1,81
67781733,0,2,2021-06-01 01:28:59.463 UTC,0,118
67783524,1,2,2021-06-01 06:12:24.12 UTC,0,125
67791260,1,2,2021-06-01 14:57:35.447 UTC,2,131
67791818,1,2,2021-06-01 15:31:31.253 UTC,0,407
67788651,1,2,2021-06-01 12:11:34.61 UTC,1,428
67789399,2,2,2021-06-01 13:03:50.62 UTC,0,439
67785569,1,2,2021-06-01 08:44:29.82 UTC,0,233
67791505,0,2,2021-06-01 15:11:58.12 UTC,1,242
67798320,1,3,2021-06-02 02:54:06.327 UTC,1,1282
67798165,1,3,2021-06-02 02:31:19.85 UTC,1,20
67795562,1,3,2021-06-01 20:22:30.32 UTC,0,22
67784925,0,3,2021-06-01 07:59:59.66 UTC,0,26
67786435,0,3,2021-06-01 09:40:44.493 UTC,0,30
67799091,0,3,2021-06-02 04:49:39.863 UTC,0,30
67784401,1,3,2021-06-01 07:24:01.313 UTC,0,36
67783252,1,3,2021-06-01 05:42:14.653 UTC,1,39
67795105,3,3,2021-06-01 19:41:58.393 UTC,2,40
67789629,1,3,2021-06-01 13:18:36.207 UTC,1,41
67787097,1,3,2021-06-01 10:24:11.547 UTC,1,44
67784663,1,3,2021-06-01 07:42:22.397 UTC,0,45
67789864,2,3,2021-06-01 13:34:05.367 UTC,1,45
67781362,1,3,2021-06-01 00:16:31.563 UTC,0,47
67789594,1,3,2021-06-01 13:16:22.793 UTC,0,47
67798568,1,3,2021-06-02 03:34:54.463 UTC,0,51
67787847,2,3,2021-06-01 11:17:47.537 UTC,0,59
67792758,0,3,2021-06-01 16:36:24.21 UTC,1,60
67787420,0,3,2021-06-01 10:45:26.613 UTC,0,69
67788907,0,3,2021-06-01 12:30:57.557 UTC,0,70
67795304,1,3,2021-06-01 19:58:18.93 UTC,0,72
67789397,0,3,2021-06-01 13:03:34.533 UTC,0,74
67786993,0,3,2021-06-01 10:16:19.85 UTC,0,77
67786514,2,3,2021-06-01 09:46:25.167 UTC,0,129
67784388,1,3,2021-06-01 07:23:05.25 UTC,0,137
67797057,1,3,2021-06-01 23:08:15.583 UTC,4,1231
67782708,1,4,2021-06-01 04:24:36.277 UTC,0,264
67785122,0,4,2021-06-01 08:15:06.937 UTC,0,22
67785175,1,4,2021-06-01 08:19:00.63 UTC,0,31
67793979,1,4,2021-06-01 18:07:16.417 UTC,0,33
67784010,2,4,2021-06-01 06:54:50.037 UTC,-1,38
67797122,0,4,2021-06-01 23:20:43.433 UTC,0,38
67783898,1,4,2021-06-01 06:46:26.987 UTC,0,41
67791252,1,4,2021-06-01 14:56:59.393 UTC,1,43
67785874,2,4,2021-06-01 09:04:32.847 UTC,0,47
67787017,1,4,2021-06-01 10:17:53.623 UTC,0,47
67782072,1,4,2021-06-01 02:39:18.74 UTC,1,53
67782395,2,4,2021-06-01 03:33:47.23 UTC,2,56
67783798,2,4,2021-06-01 06:37:04.513 UTC,0,56
67794593,1,4,2021-06-01 18:59:40.96 UTC,0,57
67781787,2,4,2021-06-01 01:42:15.587 UTC,-1,60
67787687,0,4,2021-06-01 11:05:19.453 UTC,0,65
67789976,0,4,2021-06-01 13:41:19.36 UTC,0,71
67799049,1,4,2021-06-02 04:44:52.613 UTC,2,72
67784499,1,4,2021-06-01 07:30:43.067 UTC,0,73
67795141,5,4,2021-06-01 19:45:31.667 UTC,-1,76
67783070,0,4,2021-06-01 05:16:56.28 UTC,1,89
67788715,0,4,2021-06-01 12:16:19.303 UTC,1,128
67795817,2,4,2021-06-01 20:48:30.787 UTC,-1,670
67792028,1,4,2021-06-01 15:45:54.707 UTC,1,428
67781758,1,4,2021-06-01 01:36:05.957 UTC,4,191
67795495,0,5,2021-06-01 20:16:17.257 UTC,0,23
67790437,0,5,2021-06-01 14:11:28.423 UTC,0,32
67783054,0,5,2021-06-01 05:14:36.447 UTC,1,36
67796958,0,5,2021-06-01 22:55:36.42 UTC,0,43
67783464,1,5,2021-06-01 06:07:21.637 UTC,0,51
67796016,0,5,2021-06-01 21:08:49.657 UTC,1,871
67790314,1,5,2021-06-01 14:03:34.95 UTC,-1,511
67789675,1,6,2021-06-01 13:21:39.223 UTC,0,30
67782091,0,6,2021-06-01 02:43:13.79 UTC,0,39
67797776,0,6,2021-06-02 01:24:48.667 UTC,2,39
67791839,2,6,2021-06-01 15:32:35.117 UTC,1,42
67797591,0,6,2021-06-02 00:44:37.73 UTC,0,42
67795917,2,6,2021-06-01 20:58:49.893 UTC,4,51
67793042,0,6,2021-06-01 16:57:28.51 UTC,0,80
67785171,1,6,2021-06-01 08:18:24.257 UTC,0,102
67784247,3,6,2021-06-01 07:12:09.577 UTC,0,175
67783500,0,7,2021-06-01 06:10:23.45 UTC,0,18
67786671,0,7,2021-06-01 09:55:56.06 UTC,0,23
67792789,2,7,2021-06-01 16:39:00.633 UTC,1,34
67788261,1,7,2021-06-01 11:45:58.897 UTC,-2,54
67783323,1,7,2021-06-01 05:50:21.753 UTC,1,129
67783179,2,8,2021-06-01 05:32:37.573 UTC,0,48
67792626,0,8,2021-06-01 16:26:16.697 UTC,0,88
67784212,0,9,2021-06-01 07:10:10.937 UTC,0,62
67796031,3,10,2021-06-01 21:10:28.73 UTC,1,282
67782551,1,10,2021-06-01 04:00:18.28 UTC,1,43
67782162,2,11,2021-06-01 02:54:27.86 UTC,2,91
67789486,0,12,2021-06-01 13:09:31.127 UTC,0,53
67796314,0,12,2021-06-01 21:38:59 UTC,0,53
67792506,0,17,2021-06-01 16:18:05.59 UTC,0,223
67797618,2,19,2021-06-02 00:52:00.5 UTC,1,42
70042937,0,0,2021-11-20 03:09:26.813 UTC,0,3
70170467,0,0,2021-11-30 13:51:56.52 UTC,0,3
70010318,0,0,2021-11-17 19:18:57.987 UTC,0,4
70058474,0,0,2021-11-21 20:48:55.493 UTC,0,4
70125446,0,0,2021-11-26 13:47:33.44 UTC,0,4
70136843,0,0,2021-11-27 16:48:38.53 UTC,0,4
70161758,0,0,2021-11-29 21:52:53.183 UTC,0,4
70172692,0,0,2021-11-30 16:24:58.23 UTC,0,4
70176349,0,0,2021-11-30 21:31:12.51 UTC,0,4
69921316,0,0,2021-11-10 23:12:04.263 UTC,0,5
69958398,0,0,2021-11-13 21:28:51.4 UTC,0,5
70068900,0,0,2021-11-22 16:11:41.47 UTC,0,5
70127172,0,0,2021-11-26 16:06:31.2 UTC,0,5
70181523,0,0,2021-12-01 09:05:33.63 UTC,0,5
70074873,2,0,2021-11-23 02:58:37.653 UTC,1,773
69939272,0,0,2021-11-12 07:25:35.703 UTC,0,6
69946808,0,0,2021-11-12 17:25:14.49 UTC,0,6
69972724,0,0,2021-11-15 10:15:30.67 UTC,0,6
69983236,0,0,2021-11-16 02:54:22.61 UTC,-1,6
70040514,0,0,2021-11-19 20:19:15.643 UTC,0,6
70046944,0,0,2021-11-20 14:44:45.34 UTC,0,6
70056374,0,0,2021-11-21 16:22:57.003 UTC,0,6
70058724,0,0,2021-11-21 21:26:18.453 UTC,0,6
70119488,0,0,2021-11-26 04:07:04.763 UTC,0,6
70158263,0,0,2021-11-29 16:47:18.623 UTC,0,6
70164696,0,0,2021-11-30 05:25:00.003 UTC,-1,6
70170424,0,0,2021-11-30 13:49:19.097 UTC,0,6
70171229,0,0,2021-11-30 14:44:55.003 UTC,0,6
70172953,0,0,2021-11-30 16:42:53.247 UTC,0,6
70175332,0,0,2021-11-30 19:59:51.44 UTC,0,6
70185604,0,0,2021-12-01 14:02:55.77 UTC,0,6
69921664,0,0,2021-11-11 00:02:59.707 UTC,0,7
69933480,0,0,2021-11-11 18:54:45.977 UTC,0,7
69935090,0,0,2021-11-11 21:24:35.14 UTC,0,7
69944246,0,0,2021-11-12 14:11:28.33 UTC,0,7
69946497,0,0,2021-11-12 17:01:03.543 UTC,0,7
69949129,0,0,2021-11-12 21:14:21.61 UTC,0,7
69982022,0,0,2021-11-15 23:15:40.2 UTC,0,7
69985065,0,0,2021-11-16 07:12:20.02 UTC,0,7
70004496,0,0,2021-11-17 12:33:25.88 UTC,0,7
70006561,0,0,2021-11-17 14:48:58.797 UTC,0,7
70006565,0,0,2021-11-17 14:49:05.983 UTC,0,7
70008864,0,0,2021-11-17 17:20:52.28 UTC,0,7
70062517,0,0,2021-11-22 07:55:48.967 UTC,0,7
70075098,0,0,2021-11-23 03:35:55.747 UTC,0,7
70087134,0,0,2021-11-23 20:01:56.407 UTC,0,7
70087312,0,0,2021-11-23 20:19:41.28 UTC,0,7
70102884,0,0,2021-11-24 21:01:47.43 UTC,0,7
70106684,0,0,2021-11-25 06:29:54.437 UTC,0,7
70114930,0,0,2021-11-25 17:04:34.773 UTC,0,7
70115705,0,0,2021-11-25 18:17:18.967 UTC,0,7
70124689,0,0,2021-11-26 12:48:39.14 UTC,0,7
70136335,0,0,2021-11-27 15:51:28.123 UTC,0,7
70141602,0,0,2021-11-28 08:03:08.547 UTC,0,7
70153344,0,0,2021-11-29 10:48:26.843 UTC,0,7
70154156,0,0,2021-11-29 11:49:57.417 UTC,0,7
70155061,0,0,2021-11-29 12:58:19.23 UTC,0,7
70155641,0,0,2021-11-29 13:40:28.39 UTC,0,7
70161513,0,0,2021-11-29 21:28:06.563 UTC,0,7
70161620,0,0,2021-11-29 21:38:27.363 UTC,0,7
70167503,0,0,2021-11-30 10:05:54.013 UTC,0,7
70180057,0,0,2021-12-01 06:43:34.523 UTC,0,7
70180374,0,0,2021-12-01 07:23:39.207 UTC,0,7
70180630,1,0,2021-12-01 07:48:06.58 UTC,0,7
70185859,0,0,2021-12-01 14:19:22.567 UTC,0,7
70186346,0,0,2021-12-01 14:52:24.89 UTC,0,7
70187571,0,0,2021-12-01 16:12:10.86 UTC,0,7
70007152,0,0,2021-11-17 15:25:38.997 UTC,0,8
70011480,0,0,2021-11-17 21:00:33.49 UTC,0,8
70017805,0,0,2021-11-18 09:58:53.2 UTC,0,8
70021789,0,0,2021-11-18 14:41:19.433 UTC,0,8
70048969,0,0,2021-11-20 18:58:00.53 UTC,-1,8
70084285,0,0,2021-11-23 16:19:08.513 UTC,0,8
70090410,0,0,2021-11-24 03:31:39.99 UTC,-1,8
70090696,0,0,2021-11-24 04:21:44.253 UTC,0,8
70102755,0,0,2021-11-24 20:49:44.11 UTC,0,8
70104463,0,0,2021-11-25 00:17:58.65 UTC,0,8
70107895,0,0,2021-11-25 08:26:46.617 UTC,0,8
70108759,0,0,2021-11-25 09:36:19.317 UTC,0,8
70122835,0,0,2021-11-26 10:20:21.74 UTC,0,8
70134133,0,0,2021-11-27 10:56:22.25 UTC,0,8
70140937,0,0,2021-11-28 05:36:45.947 UTC,0,8
70155832,0,0,2021-11-29 13:54:50.44 UTC,0,8
70158212,0,0,2021-11-29 16:44:04.877 UTC,-1,8
70172774,0,0,2021-11-30 16:30:29.1 UTC,0,8
70177427,0,0,2021-11-30 23:35:49.43 UTC,0,8
70185676,0,0,2021-12-01 14:07:48.88 UTC,0,8
70186896,0,0,2021-12-01 15:27:46.363 UTC,0,8
70191541,0,0,2021-12-01 21:38:40.087 UTC,0,8
70191908,0,0,2021-12-01 22:15:41.97 UTC,0,8
69915321,0,0,2021-11-10 14:46:56.263 UTC,0,9
69915607,0,0,2021-11-10 15:03:10.267 UTC,0,9
69921394,0,0,2021-11-10 23:24:49.577 UTC,0,9
69943986,0,0,2021-11-12 13:52:24.273 UTC,0,9
69948285,0,0,2021-11-12 19:42:27.543 UTC,-1,9
69966598,0,0,2021-11-14 19:48:34.7 UTC,0,9
69972847,0,0,2021-11-15 10:24:44.553 UTC,1,9
69977613,0,0,2021-11-15 16:21:39.25 UTC,0,9
69991638,0,0,2021-11-16 15:12:15.52 UTC,0,9
69991816,0,0,2021-11-16 15:23:16.257 UTC,0,9
69992178,0,0,2021-11-16 15:47:51.98 UTC,1,9
69994234,0,0,2021-11-16 18:20:10.93 UTC,0,9
69995701,0,0,2021-11-16 20:31:38.227 UTC,0,9
69996316,1,0,2021-11-16 21:36:01.6 UTC,0,9
